,Quarterly Dates,Net Income,Net Sales,Operating Income,Profit,Year,Quarter,Daily Dates,Open,High,Low,Close,Volume
158,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-12,170.1,171.0,169.7,170.89,22283523
159,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-11,171.05,171.21,169.25,169.43,20993425
160,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-08,168.99,170.66,168.42,170.41,23819966
161,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-07,172.4,173.94,170.34,170.94,31741690
162,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-06,174.65,175.57,172.8531,174.24,28239591
163,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-05,172.86,175.08,172.3501,174.18,36101628
164,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-04,167.41,171.655,167.28,171.25,31495582
165,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-02-01,166.96,168.98,165.93,166.52,32668138
166,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-31,166.11,169.0,164.56,166.44,40739649
167,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-30,163.25,166.15,160.23,165.25,61109780
168,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-29,156.25,158.13,154.11,154.68,41587239
169,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-28,155.79,156.33,153.66,156.3,26192058
170,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-25,155.48,158.13,154.32,157.76,33547893
171,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-24,154.11,154.48,151.74,152.7,25441549
172,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-23,154.15,155.14,151.7,153.92,23130570
173,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-22,156.41,156.73,152.62,153.3,30393970
174,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-18,157.5,157.88,155.9806,156.82,33751023
175,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-17,154.2,157.66,153.26,155.86,29821160
176,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-16,153.08,155.88,153.0,154.94,30569706
177,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-15,150.27,153.39,150.05,153.07,28710324
178,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-14,150.85,151.27,149.22,150.0,32439186
179,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-11,152.88,153.7,151.51,152.29,27023241
180,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-10,152.5,153.97,150.86,153.8,35780670
181,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-09,151.29,154.53,149.63,153.31,45099081
182,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-08,149.56,151.82,148.52,150.75,41025314
183,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-07,148.7,148.83,145.9,147.93,54777764
184,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-04,144.53,148.5499,143.8,148.26,58607070
185,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-03,143.98,145.72,142.0,142.19,91312195
186,2019-03-30,11561000000.0,58015000000.0,13415000000.0,21821000000.0,2019,1,2019-01-02,154.89,158.85,154.23,157.92,37039737
187,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-29,167.805,171.75,166.9,167.78,38398505
188,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-28,167.25,170.02,165.19,166.48,41668545
189,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-27,173.68,175.15,166.92,168.34,38962839
190,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-26,168.07,173.1,166.44,172.77,36272617
191,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-23,168.39,169.92,164.94,164.94,40248954
192,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-22,170.0,172.68,168.6,168.85,41051076
193,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-21,175.04,175.09,171.26,171.27,35247358
194,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-20,175.24,176.8,174.94,175.24,19314039
195,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-19,177.32,177.47,173.66,175.3,32804695
196,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-16,178.65,179.12,177.62,178.02,36836456
197,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-15,178.5,180.24,178.0701,178.65,22584565
198,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-14,180.32,180.52,177.81,178.44,29075469
199,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-13,182.59,183.5,179.24,179.97,31168404
200,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-12,180.29,182.39,180.21,181.72,32055405
201,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-09,177.96,180.0,177.39,179.98,31385134
202,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-08,175.48,177.12,175.07,176.94,23163767
203,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-07,174.94,175.85,174.27,175.03,31703462
204,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-06,177.91,178.25,176.13,176.67,23788506
205,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-05,175.21,177.74,174.52,176.82,28401366
206,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-02,172.8,176.3,172.45,176.21,38453950
207,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-03-01,178.54,179.775,172.66,175.0,48801970
208,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-28,179.26,180.615,178.05,178.12,33604574
209,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-27,179.1,180.48,178.16,178.39,38685165
210,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-26,176.35,179.39,176.21,178.97,36886432
211,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-23,173.67,175.65,173.54,175.5,33329232
212,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-22,171.8,173.95,171.71,172.5,30504116
213,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-21,172.83,174.12,171.01,171.07,35833514
214,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-20,172.05,174.26,171.42,171.85,33531012
215,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-16,172.36,174.82,171.77,172.43,39638793
216,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-15,169.79,173.09,169.0,172.99,50609595
217,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-14,163.045,167.54,162.88,167.37,39669178
218,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-13,161.95,164.75,161.65,164.34,32104756
219,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-12,158.5,163.89,157.51,162.71,60560145
220,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-09,157.07,157.89,150.24,156.41,66723743
221,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-08,160.29,161.0,155.03,155.15,49594129
222,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-07,163.085,163.4,159.0685,159.54,50852130
223,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-06,154.83,163.72,154.0,163.03,66625484
224,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-05,159.1,163.88,156.0,156.49,66090446
225,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-02,166.0,166.8,160.1,160.5,85436075
226,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-02-01,167.165,168.62,166.76,167.78,38099665
227,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-31,166.87,168.4417,166.5,167.43,30984099
228,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-30,165.525,167.37,164.7,166.97,45137026
229,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-29,170.16,170.16,167.07,167.96,48434424
230,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-26,172.0,172.0,170.06,171.51,37121805
231,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-25,174.505,174.95,170.53,171.11,39661804
232,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-24,177.25,177.3,173.2,174.22,50562257
233,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-23,177.3,179.44,176.82,177.04,31702531
234,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-22,177.3,177.78,176.6016,177.0,26023683
235,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-19,178.61,179.58,177.41,178.46,30827809
236,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-18,179.37,180.1,178.25,179.26,30234512
237,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-17,176.15,179.25,175.07,179.1,32752734
238,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-16,177.9,179.39,176.14,176.19,29159005
239,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-12,176.18,177.36,175.65,177.09,25039531
240,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-11,174.59,175.4886,174.49,175.28,17523256
241,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-10,173.16,174.3,173.0,174.29,23589129
242,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-09,174.55,175.06,173.41,174.33,21262614
243,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-08,174.35,175.61,173.93,174.35,20134092
244,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-05,173.44,175.37,173.05,175.0,23016177
245,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-04,172.54,173.47,172.08,173.03,22211345
246,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-03,172.53,174.55,171.96,172.23,28819653
247,2018-03-31,13822000000.0,61137000000.0,15894000000.0,23422000000.0,2018,1,2018-01-02,170.16,172.3,169.26,172.26,25048048
248,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-28,198.68,199.495,197.05,197.92,31110642
249,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-27,200.29,201.57,199.57,199.74,20899717
250,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-26,197.77,200.99,197.35,199.8,26067512
251,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-25,198.43,199.26,195.29,195.57,21070334
252,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-24,198.54,200.16,198.17,198.58,18220421
253,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-21,198.8,200.85,198.15,198.78,47800589
254,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-20,200.37,200.61,198.03,199.46,21513988
255,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-19,199.68,199.88,197.31,197.87,21124235
256,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-18,196.05,200.29,195.21,198.45,26551004
257,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-17,192.9,194.96,192.17,193.89,14669144
258,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-14,191.545,193.5863,190.3,192.74,18761474
259,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-13,194.7,196.79,193.6,194.15,21674625
260,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-12,193.95,195.97,193.385,194.19,18253189
261,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-11,194.86,196.0,193.6,194.81,26932882
262,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-10,191.81,195.37,191.62,192.58,26220851
263,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-07,186.51,191.92,185.77,190.15,30684393
264,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-06,183.08,185.47,182.1489,185.22,22526311
265,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-05,184.28,184.99,181.14,182.54,29773427
266,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-04,175.44,179.83,174.52,179.64,30967961
267,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-06-03,175.6,177.92,170.27,173.3,40396069
268,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-31,176.23,177.99,174.99,175.07,27043584
269,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-30,177.95,179.23,176.67,178.3,21218412
270,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-29,176.42,179.35,176.0,177.38,28481165
271,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-28,178.92,180.59,177.91,178.23,27948160
272,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-24,180.2,182.14,178.62,178.97,23714686
273,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-23,179.8,180.54,177.81,179.66,36529736
274,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-22,184.66,185.71,182.55,182.78,29748556
275,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-21,185.22,188.0,184.7,186.6,28364848
276,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-20,183.52,184.349,180.2839,183.09,38612290
277,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-17,186.93,190.9,186.76,189.0,32879090
278,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-16,189.91,192.4689,188.84,190.08,33031364
279,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-15,186.27,191.75,186.02,190.92,26544718
280,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-14,186.41,189.7,185.41,188.66,36529677
281,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-13,187.71,189.48,182.85,185.72,57430623
282,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-10,197.419,198.85,192.77,197.18,41208712
283,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-09,200.4,201.68,196.66,200.72,34908607
284,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-08,201.9,205.34,201.75,202.9,26339504
285,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-07,205.88,207.4175,200.825,202.86,38763698
286,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-06,204.29,208.84,203.5,208.48,32443113
287,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-03,210.89,211.84,210.23,211.75,20892378
288,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-02,209.84,212.65,208.13,209.15,31996324
289,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-05-01,209.88,215.31,209.23,210.52,64827328
290,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-30,203.06,203.4,199.11,200.67,46534923
291,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-29,204.4,205.97,203.86,204.61,22204716
292,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-26,204.9,205.0,202.12,204.3,18649102
293,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-25,206.83,207.76,205.12,205.28,18543206
294,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-24,207.36,208.48,207.05,207.16,17540609
295,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-23,204.43,207.75,203.9,207.48,23322991
296,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-22,202.83,204.94,202.34,204.53,19439545
297,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-18,203.12,204.15,202.52,203.86,24195766
298,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-17,199.54,203.38,198.61,203.13,28906780
299,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-16,199.46,201.37,198.56,199.25,25696385
300,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-15,198.58,199.85,198.01,199.23,17536646
301,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-12,199.2,200.14,196.21,198.87,27760668
302,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-11,200.85,201.0,198.4431,198.95,20900808
303,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-10,198.68,200.74,198.18,200.62,21695288
304,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-09,200.32,202.85,199.23,199.5,35768237
305,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-08,196.42,200.23,196.34,200.1,25881697
306,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-05,196.45,197.1,195.93,197.0,18526644
307,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-04,194.79,196.37,193.14,195.69,19114275
308,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-03,193.25,196.5,193.15,195.35,23271830
309,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-02,191.09,194.46,191.05,194.02,22765732
310,2019-06-29,10044000000.0,53809000000.0,11544000000.0,20227000000.0,2019,2,2019-04-01,191.64,191.68,188.38,191.24,27861964
311,2018-06-30,11519000000.0,53265000000.0,12612000000.0,20421000000.0,2018,2,2018-06-29,186.29,187.19,182.91,185.11,22737666
312,2018-06-30,11519000000.0,53265000000.0,12612000000.0,20421000000.0,2018,2,2018-06-28,184.1,186.21,183.8,185.5,17365235
313,2018-06-30,11519000000.0,53265000000.0,12612000000.0,20421000000.0,2018,2,2018-06-27,185.2278,187.28,184.03,184.16,25285328
314,2018-06-30,11519000000.0,53265000000.0,12612000000.0,20421000000.0,2018,2,2018-06-26,182.99,186.53,182.54,184.43,24569201
315,2018-06-30,11519000000.0,53265000000.0,12612000000.0,20421000000.0,2018,2,2018-06-25,183.4,184.92,180.73,182.17,31663096
